instance,replicate_id,method,mean_rank,sem_rank,mean_loss,sem_loss,model
da-01-longTermCareInsurance,0,dellma,0.4453125,0.05804090669345532,-0.5612248990912381,0.05775210636605689,Qwen72B
da-01-longTermCareInsurance,1,dellma,0.3828125,0.05018159437796407,-0.6223468482743282,0.05108123902526808,Qwen72B
da-01-longTermCareInsurance,2,dellma,0.453125,0.057717746020138044,-0.5649562725457845,0.0566921050356324,Qwen72B
da-01-longTermCareInsurance,3,dellma,0.515625,0.06729349759485224,-0.49671891821343733,0.06892912544901669,Qwen72B
da-01-longTermCareInsurance,4,dellma,0.4765625,0.050650226440837005,-0.5555562811054215,0.05095481436389539,Qwen72B
da-01-longTermCareInsurance,0,dellma-sc,0.421875,0.05197401161219438,-0.5939517620024696,0.05217890037314357,Qwen72B
da-01-longTermCareInsurance,1,dellma-sc,0.453125,0.05317241716887285,-0.5691745648551094,0.05255768924116275,Qwen72B
da-01-longTermCareInsurance,2,dellma-sc,0.4453125,0.05468749999999999,-0.5606899062846457,0.054589486290280105,Qwen72B
da-01-longTermCareInsurance,3,dellma-sc,0.4609375,0.059514770759098654,-0.5604212321930073,0.05843440253860237,Qwen72B
da-01-longTermCareInsurance,4,dellma-sc,0.40625,0.05113381795553386,-0.6096986564311185,0.049663080724997984,Qwen72B
da-02-carryUmbrella,0,dellma,0.53125,0.08962708359030336,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,1,dellma,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,2,dellma,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,3,dellma,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,4,dellma,0.5625,0.08909830562090465,-0.40625,0.0882099653319905,Qwen72B
da-02-carryUmbrella,0,dellma-sc,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,1,dellma-sc,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,2,dellma-sc,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,3,dellma-sc,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
da-02-carryUmbrella,4,dellma-sc,0.5,0.08980265101338744,-0.46875,0.08962708359030336,Qwen72B
